av号,播放量,标题
12021897,639716,吓成狗~女铲屎官们千万不要在狗子面前敷面膜还玩自拍！
28653642,638740,英雄联盟CG合集（更新至战士）
77590556,638464,当你在B站刷到蔡徐坤的鬼畜视频
33474549,638200,UZI看300斤的UN笑的喷水
58074331,638174,【熊出没鬼畜】卢本伟戒网瘾
54805119,637456,大臣给皇帝弄了一道民间的大葱蘸酱，结果皇上直接吃上瘾了，不得不说真的会吃！【神操作第145期】
61870011,635911,原来这才是真正的 36D乔碧萝殿下！
77877157,635534,哑剧演员间的巅峰对决！演技和特效太强让人折服，结局亮了
81985143,635506,每天一遍，防止相信爱情。
84166781,633774,你看到的“大力加油舞”实际上却是这样的？？？
79445243,633046,【黑虎阿福·瑟提】最全中文语音彩蛋来啦（#狗头）
6321650,631832,第14话 声优相同的动画角色台词替换会是什么效果？
51794628,631357,我们结婚啦
10322571,630000,徐老师讲故事47：高能虐犬，洛与霞的爱情故事
34672083,628689,【墨鱼】英雄联盟里你可能根本就没兴趣知道的彩蛋
84316980,628206,把喝过一点的威士忌酒瓶推倒会发出可爱的声音
37092931,626743,【墨鱼】英雄联盟黑历史里的彩蛋
82859580,624870,拉斯：床塌了，你怪我胖？？？
31609491,624866,那些有‘怀孕’风险的演唱会
56928100,624669,渣女玩累了想起追自己的备胎！现场表白！结果小伙子说……
12175802,623619,【搬运】火影忍者声优长相大揭秘！
73129769,621386,请立即把食物给这只喵喵！！
38153361,619839,【全明星】POP/STARS - 鬼畜天团最新MV助力鬼畜区全明星赛
18999664,618942,真正的佛系狗子，只要心中有佛，无处不是道场
59020250,618012,【高燃】老师，请你使出全力！
38763132,617622,戏命师烬中/日/英/韩服配音对比，感受下烬用四种语言说话是怎样的
32197772,616783,花泽香菜《恋爱循环》（应该算是）高清版
35459724,616100,【英雄联盟】官方编舞K/DA-POP/STARS
83833742,614689,你可能不相信这首歌是做梦梦到的
28681585,614106,【皮肤对比】34：连续两年获得新皮肤，拳头对他关爱有加！
33624673,613861,【LOL英雄语音】新版EZ：佐伊，你快把我和拉克丝的事情搅黄了
81694869,610986,相亲认识的小护士，一起逛街买小吃，怕把我吃穷了，不舍得花钱，这女孩真懂事
65586582,610340,出现在其他作品中的JOJO“梗”
67635915,608669,掘地求升50秒通关，卢姥爷哭了
34655897,605246,经费在燃烧，高燃战争大场面（热武器篇）
83552257,601473,终于找到日语版《下山》了！开口就是恋爱的味道，岛国也要被洗脑
53345810,597106,150部综漫！高能衔接！这一击就是我的全部！
4727773,595104,当这些男声优聚在一起
60524724,591890,花泽香菜X轩墨宝宝 采访活动
79238554,590631,【高 雅 艺 术】影流之主《爱河》交响版【维 也 纳 之 主】
69509398,589701,主人戴上野狼面具试图恐吓二哈，结尾笑喷了
64465648,583494,当抖音遇上JOJO
7493705,582057,[第2期]盘点那些当年催人泪下如今却走上(变态)不归路的声优对手戏
86009935,581800,千 层 口 罩
5639226,581438,雪豹这种大猫，简直太蠢萌了
76588959,581314,影流-之全国中学生广播体操
76684675,580659,你馋她身子，你下贱！！【动作配布】
20055155,579389,【JOJO】jo梗玩个够.
55997140,579325,【干杯十周年】声优 · 祝福时刻
1818702,577029,如何吓坏一只喵
33272981,573453,拉斯：今天爸爸追着我打，说今天要打死我！！！
85518203,572976,现 世 圣 杯 战 争
13392440,572379,绝对笑，连华晨宇都抵挡不住
66076838,571471,像极了那些年刚从网吧通宵回来的我[捂脸]
17715280,571369,周杰倫魔天倫青島站，女歌迷點歌—《夜曲》 音樂響起的時候，女粉絲當場落淚
24793305,571104,剑魔的中文互动彩蛋。
13277719,570260,第17话 声优相同的动画角色台词替换会是什么效果？
73147018,569688,终于找到日语版的《野狼disco》了！开口就是恋爱的味道，太好听了
66792990,568270,花泽香菜利用可爱的声控能力扭转电话投诉
16780802,567067,吕奉先变身怒怼赵子龙
77187815,566812,有史以来最豪的官方T2 皮肤。不愧是帝国顶端の男人
19614587,565907,[恶搞]当大熊猫和黑猩猩关在同一个笼子时会发生什么？ [人类观察]
86300735,564602,【川普】处处吻
63319258,563624,【互动视频】JO厨的奇妙听力考试#2
78114331,562825,现在的女孩子变卦太快了！抱了一下就翻脸!
83191361,561128,猪猪:老子给你两哈！
33165195,560022,韩红被打脸！原以为小妹妹唱不了《天路》，这高音吓坏其他嘉宾
82998282,559060,阿拉斯加:真的是她自己过来的呀
61096654,558793,三年未相见的兵哥哥和她的女朋友相见时
85653479,558638,【李云龙】处处吻
20519329,557200,拉斯：不好意思，给你咬断掉了！！！！！！
41360241,556887,【余罪】刘星你想干嘛呢，几年没见你咋成这样了。
54630640,555561,终于找到《数码宝贝》主题曲的现场版了，台下万人沸腾，太燃了
27991628,555494,纪晓岚被贬去当门官
73146451,554517,无敌可爱の佐伊循环
57156856,554095,【声优都是怪物】超炮中日声优配音对比bilibili十周年特别版
83258141,552896,《圣 杯 战 争》
78172412,551684,【猫】我可能不是人，但你是真的猫
84047504,550035,大力这一声诶，幸福吗兄弟萌，心动了没有
9756443,549756,睁开眼的那一瞬间，我仿佛看到了璀璨的星辰！
84513424,549044,烧脑短片《万万没想到》，2分钟剧情反转15次，智商都快跟不上了
43984504,548986,年羹尧御前失仪
61147181,547941,金某出租屋匿藏大狗被游戏委员会搜查！
69657031,547617,惊了！我竟用十元小钢琴弹出周杰伦的《说好不哭》
17711727,547163,这只阿拉斯加每天都要在门口，准时拦截冰激凌车，不买就不回家，汪:喂！给我停车停车
85092684,546216,汤师爷：到底是谁吃了蝙蝠？！
77656773,545332,【我们，结婚了！】新西兰小型婚礼
28164691,545234,【演技向】这么多年了…这两段对话还是让人细思极恐，印象深刻
57245943,544398,恋爱循环怎么唱？香菜:“我报警了”
1788464,543844,【草原金曲】乌兰托娅 - 火红的萨日朗
21614985,543272,震惊！钉宫居然会说花Q和妮可妮可妮~~
65427157,539875,不养二哈，永远不知道你血压能飙多高
5463693,539124,全世界最会说人话的狗，掌握三门语言
85369259,538907,【小爱尬唱】《炸肺之歌》你xx，叫你别吃野味你非吃！
50621571,538906,大概百分之九十看了都不会谈恋爱把
26291618,538258,中国梦之声海选，小伙子表演约德尔唱法惊艳评委，韩红与其对唱
46473601,536138,【以身相许】【止痛吻】这大概是哄老公开心最有效的办法～
82334756,536040,【英雄联盟】抖肩舞：再看E遍，防止抑郁
22322967,535910,二狗：是什么把我拉斯哥下成了黑猪，看他那怂样，白长100多斤啦，哈哈哈哈哈哈~~~
75989968,535523,用LOL舞蹈来打开《爱河》【影流联盟】
13061846,530034,【烧脑神作小哥】Wil Aime：欺骗的艺术2
11862974,529583,【可怕的皇三】吃个桃 放过纪大人和大人吧
70971320,527502,藤原书记的千层套路~
27764865,527280,我求你们不要再打了
67923938,526824,渡我实力演绎 the real suger baby
49422987,526789,你那叫喜欢吗？你那是馋她的身子
81237676,525360,那是真的臭，你是真的狗
84555744,522835,时 运 三
87208201,518294,【芦苇公寓5】第一集 大力の相遇
28324715,517451,夜不归宿的狗子早上回家，这门敲的真有节奏
62577684,517262,狗子：你这是找了两个什么玩意来给我搓澡............
62805868,516888,【异地军恋】和转枪小哥哥谈恋爱是一种怎么样的感觉？两周年纪念7天vlog合辑62805868
37418100,513735,拉斯：快拉我一把！！！要不然拆你家！！！！！！
75277494,513583,【花泽香菜】这该死的甜美《恋爱循环》呼哇呼哇路~呼哇呼哇哩~
46651802,513112,可爱的忍者神龟2.0
85152460,512588,威 风 灵 堂
11420380,512463,【史上最强方言配音】老子叫工藤新一
69433516,512217,我们结婚啦 婚礼视频
83862726,510215,法国街头，遇见国乐《十面埋伏》，有点霸气哦！
81817991,509906,当你把屏下指纹改成假面骑士decade怎么样
45428834,508944,至今为止，她的演唱会还是全亚洲的巅峰……
78981367,508489,ppl 怎么勾到小姐姐【A&B】 vlog 01
56829426,507667,【阵列姆比拉】那一天的河川/千与千寻/Array mbira
29644438,506201,杨玉环新婚之夜，婢女们竟在一边旁听，场面一度尴尬。
70329253,505744,【卢侍2】卢本伟本色出演死侍 全程高能 骚话不断
48228444,503650,天煞 劫 语音彩蛋：愚蠢的亚索是无可救药的
68667631,502444,万 花 通 灵
17001079,499866,你听过胖虎唱《恋爱循环》吗？
81496194,498990,当一个男人彻底死心后，他会有什么表现？
82180386,497554,声优相同的动画角色台词替换会是什么效果 第32话
86316964,493225,[对王之王】我 对 我 自 己
31329561,492030,和珅被纪晓岚坑的最惨一次
58190719,490902,【JOJO】Bad Guy
63303538,490304,这样的萝音和非人类音竟是同一个声优？精分演绎日配版王者荣耀
43521903,489715,萨摩耶和二哈叫你起床，没有对比就没有伤害，哈哈哈！
60363061,489191,【名场面#2】盘点那些无处不在的JOJO梗（最后那个最精彩）
65471695,488766,【复仇者联盟4】鬼畜者！集结！
76243935,486632,台下李荣浩毛不易看呆了！周杰伦的《简单爱》，让人百感交集
59158063,485992,曾被霸凌患自闭症
86723946,485531,轰 总 防 火 测 试
62180028,485077,当我变成魔鬼时，世界便是地狱！
26678867,482586,还是戴上口罩吧
60386944,482213,【1080P】终于找到这首《いけないボーダーライン》完整现场了，根本停不下来！
53374790,481817,为什么现在男生越来越不主动追女生了？学弟说得扎心了！
38981184,481248,韩红举办慈善晚会，却被近百位明星鸽子！韩红怒骂：算什么明星！
39077388,481224,《即刻电音》也没抄KDA多少吧，要不然也不会这么难听
7553084,480968,第15话 声优相同的动画角色台词替换会是什么效果？
84219631,480300,［爱情公寓5］快手上的诸葛大力，抖音上的诸葛大力，B站上的诸葛大力
68935835,479689,【英雄联盟】西部魔影艾希 皮肤预览
69105727,478022,【英雄联盟/超越生死的爱情】如果有人要先死的话 一定要让我去 我不能看你再死一次了——星之守护者霞与洛
17263100,476119,拉斯：别过来，别过来，我没有奶奶，喝奶去找赵海波！！！
84492001,475480,【HP混剪】耗时50小时/哈利波特极致踩点衔接/视听盛宴 宝藏音效 1080p/永远的哈利波特，永远的霍格沃茨/谨以此献给哈利波特和我的童年
3412948,475326,第4话 声优相同的动画角色的台词替换会是什么效果
53511055,474061,五五开看自己鬼畜（非诚勿扰完整版 每次听到看到卢本伟笑都忍不住...哈哈哈
43504094,471602,忍住别笑！第一次结婚没什么经验（第四弹）
81779662,470123,叫男朋友“哥哥”果然很受用！亲测有效！
26776544,470069,【英雄联盟】神王对决-德莱厄斯胜利
18570000,467790,这头猪长了有点像狗～～～
61233675,467419,【民工】鞠广大你老婆也死了
70698687,467143,不理男朋友30分钟他会怎么样？
3484247,464248,新英雄预告？盖伦死亡？
66983571,461829,英雄联盟《灰》领衔主演：卡达·烬    卡密尔
18921061,461289,拉斯：赵海波今天给你点面子，让你演完！！！
75795694,460821,骑上我心爱的小二哈~
26906347,460661,第23话 声优相同的动画角色台词替换会是什么效果
17067942,455041,给马一只惨叫鸡 结果笑的肚子痛哈哈哈哈哈
12101355,454900,Wil Aime烧脑作品：如果有一天你杀人
60564016,454574,世界是残酷的！正因为我们是弱者才有无限的可能
24753728,454106,歌迷点歌《发如雪》.. (杰伦: 没办法 含着泪也要唱完啊。。。
30983502,452645,把金毛送到乡下 一开始它还很不情愿 一个星期后画风就突变了
2025813,451431,【成龙】霸王洗发液 原版
49247516,451425,当你弟弟不听劝告执意要弹手卷钢琴的时候……
36732610,450873,【妮蔻百科第2期】妮蔻与霞洛的一些丧心病狂的互动！
77036557,450399,【哲学】蕉流♂之主
29771717,450012,那些秀到让人头皮发麻的操作（第1期）
8143837,449280,花京院！别特么再レロ了！
20410188,448492,拉斯：我最听妈妈的话啦！！！我乖不乖呀！！！！！！
27128155,448122,【LOL英雄语音】新版阿卡丽语音：凯隐，为什么帅小伙都是疯子
69799435,447415,日本的国宝～中岛美雪-《骑在银龙的背上》
66550922,447057,用一元琴完美还原《Bad guy》是怎样的体验
52997791,447021,主人通过摄像头，远程呼叫自己在家的狗子会发生什么
49442890,446764,史上最帅伴郎团【almost】鬼知道我看了多少遍
68552074,446757,为什么现在男生宁愿打游戏也不愿意追女生？小哥一语道破事实真相
